czas,e_temperatura,temperatura
1707.33,289.277,289.884
1709.7,289.144,289.751
1712.06,289.012,289.617
1714.43,288.88,289.484
1716.8,288.748,289.351
1719.17,288.616,289.219
1721.54,288.485,289.086
1723.9,288.354,288.954
1726.27,288.223,288.822
1728.64,288.092,288.69
1731.01,287.961,288.559
1733.38,287.831,288.428
1735.74,287.701,288.297
1738.11,287.571,288.166
1740.48,287.442,288.035
1742.85,287.312,287.905
1745.22,287.183,287.775
1747.58,287.054,287.645
1749.95,286.926,287.516
1752.32,286.797,287.386
1754.69,286.669,287.257
1757.06,286.541,287.128
1759.42,286.414,287
1761.79,286.286,286.871
1764.16,286.159,286.743
1766.53,286.032,286.615
1768.9,285.905,286.487
1771.26,285.778,286.36
1773.63,285.652,286.233
1776,285.526,286.106
1778.37,285.4,285.979
1780.74,285.274,285.852
1783.1,285.149,285.726
1785.47,285.024,285.6
1787.84,284.899,285.474
1790.21,284.774,285.348
1792.58,284.649,285.223
1794.94,284.525,285.097
1797.31,284.401,284.972
1799.68,284.277,284.847
1802.05,284.153,284.723
1804.42,284.03,284.598
1806.78,283.906,284.474
1809.15,283.783,284.35
1811.52,283.66,284.227
1813.89,283.538,284.103
1816.26,283.415,283.98
1818.62,283.293,283.857
1820.99,283.171,283.734
1823.36,283.049,283.611
1825.73,282.928,283.489
1828.1,282.806,283.366
1830.46,282.685,283.244
1832.83,282.564,283.123
1835.2,282.443,283.001
1837.57,282.323,282.879
1839.94,282.202,282.758
1842.3,282.082,282.637
1844.67,281.962,282.517
1847.04,281.843,282.396
1849.41,281.723,282.276
1851.78,281.604,282.155
1854.14,281.485,282.035
1856.51,281.366,281.916
1858.88,281.247,281.796
1861.25,281.128,281.677
1863.62,281.01,281.558
1865.98,280.892,281.439
1868.35,280.774,281.32
1870.72,280.656,281.201
1873.09,280.539,281.083
1875.46,280.421,280.965
1877.82,280.304,280.847
1880.19,280.187,280.729
1882.56,280.071,280.612
1884.93,279.954,280.494
1887.3,279.838,280.377
1889.66,279.721,280.26
1892.03,279.605,280.143
1894.4,279.49,280.027
1896.77,279.374,279.91
1899.14,279.259,279.794
1901.5,279.143,279.678
1903.87,279.028,279.562
1906.24,278.914,279.447
1908.61,278.799,279.331
1910.98,278.685,279.216
1913.34,278.57,279.101
1915.71,278.456,278.986
1918.08,278.342,278.871
1920.45,278.229,278.757
1922.82,278.115,278.643
1925.18,278.002,278.529
1927.55,277.889,278.415
1929.92,277.776,278.301
1932.29,277.663,278.187
1934.66,277.55,278.074
1937.02,277.438,277.961
1939.39,277.326,277.848
1941.76,277.214,277.735
1944.13,277.102,277.622
1946.5,276.99,277.51
1948.86,276.878,277.398
1951.23,276.767,277.286
1953.6,276.656,277.174
1955.97,276.545,277.062
1958.34,276.434,276.95
1960.7,276.324,276.839
1963.07,276.213,276.728
1965.44,276.103,276.617
1967.81,275.993,276.506
1970.18,275.883,276.395
1972.54,275.773,276.285
1974.91,275.664,276.175
1977.28,275.554,276.065
1979.65,275.445,275.955
1982.02,275.336,275.845
1984.38,275.227,275.735
1986.75,275.118,275.626
1989.12,275.01,275.517
1991.49,274.901,275.408
1993.86,274.793,275.299
1996.22,274.685,275.19
1998.59,274.577,275.081
2000.96,274.47,274.973
2003.33,274.362,274.865
2005.7,274.255,274.757
2008.06,274.148,274.649
2010.43,274.041,274.541
2012.8,273.934,274.434
2015.17,273.827,274.326
2017.54,273.721,274.219
2019.9,273.614,274.112
2022.27,273.508,274.005
2024.64,273.402,273.898
2027.01,273.296,273.792
2029.38,273.191,273.685
2031.74,273.085,273.579
2034.11,272.98,273.473
2036.48,272.874,273.367
2038.85,272.769,273.262
2041.22,272.665,273.156
2043.58,272.56,273.051
2045.95,272.455,272.945
2048.32,272.351,272.84
2050.69,272.247,272.736
2053.06,272.143,272.631
2055.42,272.039,272.526
2057.79,271.935,272.422
2060.16,271.831,272.318
2062.53,271.728,272.213
2064.9,271.625,272.109
2067.26,271.522,272.006
2069.63,271.419,271.902
2072,271.316,271.799
2074.37,271.213,271.695
2076.74,271.111,271.592
2079.1,271.008,271.489
2081.47,270.906,271.386
2083.84,270.804,271.284
2086.21,270.702,271.181
2088.58,270.6,271.079
2090.94,270.499,270.977
2093.31,270.397,270.874
2095.68,270.296,270.773
2098.05,270.195,270.671
2100.42,270.094,270.569
2102.78,269.993,270.468
2105.15,269.893,270.366
2107.52,269.792,270.265
2109.89,269.692,270.164
2112.26,269.592,270.063
2114.62,269.491,269.963
2116.99,269.392,269.862
2119.36,269.292,269.762
2121.73,269.192,269.662
2124.1,269.093,269.561
2126.46,268.993,269.462
2128.83,268.894,269.362
2131.2,268.795,269.262
2133.57,268.696,269.163
2135.94,268.597,269.063
2138.3,268.499,268.964
2140.67,268.4,268.865
2143.04,268.302,268.766
2145.41,268.204,268.667
2147.78,268.106,268.569
2150.14,268.008,268.47
2152.51,267.91,268.372
2154.88,267.813,268.274
2157.25,267.715,268.176
2159.62,267.618,268.078
2161.98,267.521,267.98
2164.35,267.424,267.882
2166.72,267.327,267.785
2169.09,267.23,267.687
2171.46,267.133,267.59
2173.82,267.037,267.493
2176.19,266.941,267.396
2178.56,266.845,267.299
2180.93,266.748,267.203
2183.3,266.653,267.106
2185.66,266.557,267.01
2188.03,266.461,266.914
2190.4,266.366,266.818
2192.77,266.27,266.722
2195.14,266.175,266.626
2197.5,266.08,266.53
2199.87,265.985,266.435
2202.24,265.89,266.339
2204.61,265.795,266.244
2206.98,265.701,266.149
2209.34,265.607,266.054
2211.71,265.512,265.959
2214.08,265.418,265.864
2216.45,265.324,265.77
2218.82,265.23,265.675
2221.18,265.136,265.581
2223.55,265.043,265.487
2225.92,264.949,265.393
2228.29,264.856,265.299
2230.66,264.763,265.205
2233.02,264.67,265.111
2235.39,264.577,265.018
2237.76,264.484,264.925
2240.13,264.391,264.831
2242.5,264.299,264.738
2244.86,264.206,264.645
2247.23,264.114,264.552
2249.6,264.022,264.46
2251.97,263.93,264.367
2254.34,263.838,264.275
2256.7,263.746,264.182
2259.07,263.654,264.09
2261.44,263.563,263.998
2263.81,263.471,263.906
2266.18,263.38,263.814
2268.54,263.289,263.722
2270.91,263.198,263.631
2273.28,263.107,263.539
2275.65,263.016,263.448
2278.02,262.925,263.357
2280.38,262.835,263.266
2282.75,262.745,263.175
2285.12,262.654,263.084
2287.49,262.564,262.993
2289.86,262.474,262.903
2292.22,262.384,262.812
2294.59,262.294,262.722
2296.96,262.205,262.632
2299.33,262.115,262.542
2301.7,262.026,262.452
2304.06,261.936,262.362
2306.43,261.847,262.272
2308.8,261.758,262.183
2311.17,261.669,262.093
2313.54,261.58,262.004
2315.9,261.492,261.915
2318.27,261.403,261.826
2320.64,261.315,261.737
2323.01,261.226,261.648
2325.38,261.138,261.559
2327.74,261.05,261.471
2330.11,260.962,261.382
2332.48,260.874,261.294
2334.85,260.787,261.205
2337.22,260.699,261.117
2339.58,260.611,261.029
2341.95,260.524,260.941
2344.32,260.437,260.854
2346.69,260.35,260.766
2349.06,260.263,260.678
2351.42,260.176,260.591
2353.79,260.089,260.504
2356.16,260.002,260.417
2358.53,259.916,260.33
2360.9,259.829,260.243
2363.26,259.743,260.156
2365.63,259.657,260.069
2368,259.57,259.982
