czas,e_temperatura,temperatura
1370.28,312.031,311.885
1373.44,311.792,311.647
1376.6,311.553,311.409
1379.75,311.316,311.172
1382.91,311.079,310.935
1386.07,310.843,310.7
1389.23,310.607,310.464
1392.38,310.372,310.23
1395.54,310.138,309.997
1398.7,309.905,309.764
1401.86,309.672,309.531
1405.01,309.44,309.3
1408.17,309.209,309.069
1411.33,308.979,308.839
1414.49,308.749,308.61
1417.64,308.52,308.381
1420.8,308.291,308.153
1423.96,308.063,307.925
1427.11,307.836,307.698
1430.27,307.61,307.472
1433.43,307.384,307.247
1436.59,307.159,307.022
1439.74,306.934,306.798
1442.9,306.71,306.575
1446.06,306.487,306.352
1449.22,306.264,306.13
1452.37,306.043,305.908
1455.53,305.821,305.687
1458.69,305.601,305.467
1461.85,305.381,305.247
1465,305.161,305.028
1468.16,304.943,304.81
1471.32,304.724,304.592
1474.47,304.507,304.375
1477.63,304.29,304.159
1480.79,304.074,303.943
1483.95,303.858,303.728
1487.1,303.643,303.513
1490.26,303.429,303.299
1493.42,303.215,303.086
1496.58,303.002,302.873
1499.73,302.789,302.66
1502.89,302.577,302.449
1506.05,302.366,302.238
1509.21,302.155,302.027
1512.36,301.945,301.817
1515.52,301.735,301.608
1518.68,301.526,301.399
1521.83,301.317,301.191
1524.99,301.11,300.984
1528.15,300.902,300.777
1531.31,300.695,300.57
1534.46,300.489,300.364
1537.62,300.284,300.159
1540.78,300.078,299.954
1543.94,299.874,299.75
1547.09,299.67,299.546
1550.25,299.467,299.343
1553.41,299.264,299.141
1556.57,299.061,298.939
1559.72,298.86,298.737
1562.88,298.658,298.536
1566.04,298.458,298.336
1569.19,298.257,298.136
1572.35,298.058,297.937
1575.51,297.859,297.738
1578.67,297.66,297.54
1581.82,297.462,297.342
1584.98,297.265,297.145
1588.14,297.068,296.948
1591.3,296.871,296.752
1594.45,296.675,296.557
1597.61,296.48,296.362
1600.77,296.285,296.167
1603.93,296.091,295.973
1607.08,295.897,295.779
1610.24,295.703,295.586
1613.4,295.511,295.394
1616.55,295.318,295.202
1619.71,295.126,295.01
1622.87,294.935,294.819
1626.03,294.744,294.628
1629.18,294.554,294.438
1632.34,294.364,294.249
1635.5,294.174,294.06
1638.66,293.985,293.871
1641.81,293.797,293.683
1644.97,293.609,293.495
1648.13,293.422,293.308
1651.29,293.235,293.121
1654.44,293.048,292.935
1657.6,292.862,292.749
1660.76,292.676,292.564
1663.91,292.491,292.379
1667.07,292.307,292.195
1670.23,292.123,292.011
1673.39,291.939,291.828
1676.54,291.756,291.645
1679.7,291.573,291.462
1682.86,291.39,291.28
1686.02,291.209,291.098
1689.17,291.027,290.917
1692.33,290.846,290.737
1695.49,290.666,290.556
1698.65,290.486,290.377
1701.8,290.306,290.197
1704.96,290.127,290.018
1708.12,289.948,289.84
1711.27,289.77,289.662
1714.43,289.592,289.484
1717.59,289.414,289.307
1720.75,289.237,289.13
1723.9,289.061,288.954
1727.06,288.885,288.778
1730.22,288.709,288.603
1733.38,288.534,288.428
1736.53,288.359,288.253
1739.69,288.185,288.079
1742.85,288.011,287.905
1746.01,287.837,287.732
1749.16,287.664,287.559
1752.32,287.491,287.386
1755.48,287.319,287.214
1758.63,287.147,287.043
1761.79,286.975,286.871
1764.95,286.804,286.7
1768.11,286.633,286.53
1771.26,286.463,286.36
1774.42,286.293,286.19
1777.58,286.124,286.021
1780.74,285.955,285.852
1783.89,285.786,285.684
1787.05,285.618,285.516
1790.21,285.45,285.348
1793.37,285.282,285.181
1796.52,285.115,285.014
1799.68,284.948,284.847
1802.84,284.782,284.681
1805.99,284.616,284.516
1809.15,284.451,284.35
1812.31,284.285,284.185
1815.47,284.121,284.021
1818.62,283.956,283.857
1821.78,283.792,283.693
1824.94,283.629,283.529
1828.1,283.465,283.366
1831.25,283.302,283.204
1834.41,283.14,283.041
1837.57,282.978,282.879
1840.73,282.816,282.718
1843.88,282.655,282.557
1847.04,282.494,282.396
1850.2,282.333,282.235
1853.35,282.173,282.075
1856.51,282.013,281.916
1859.67,281.853,281.756
1862.83,281.694,281.597
1865.98,281.535,281.439
1869.14,281.376,281.28
1872.3,281.218,281.122
1875.46,281.06,280.965
1878.61,280.903,280.808
1881.77,280.746,280.651
1884.93,280.589,280.494
1888.09,280.433,280.338
1891.24,280.277,280.182
1894.4,280.121,280.027
1897.56,279.966,279.872
1900.71,279.811,279.717
1903.87,279.656,279.562
1907.03,279.502,279.408
1910.19,279.348,279.254
1913.34,279.194,279.101
1916.5,279.041,278.948
1919.66,278.888,278.795
1922.82,278.735,278.643
1925.97,278.583,278.491
1929.13,278.431,278.339
1932.29,278.279,278.187
1935.45,278.128,278.036
1938.6,277.977,277.885
1941.76,277.826,277.735
1944.92,277.676,277.585
1948.07,277.526,277.435
1951.23,277.376,277.286
1954.39,277.227,277.136
1957.55,277.078,276.988
1960.7,276.929,276.839
1963.86,276.781,276.691
1967.02,276.633,276.543
1970.18,276.485,276.395
1973.33,276.338,276.248
1976.49,276.19,276.101
1979.65,276.044,275.955
1982.81,275.897,275.808
1985.96,275.751,275.662
1989.12,275.605,275.517
1992.28,275.459,275.371
1995.43,275.314,275.226
1998.59,275.169,275.081
2001.75,275.025,274.937
2004.91,274.88,274.793
2008.06,274.736,274.649
2011.22,274.592,274.505
2014.38,274.449,274.362
2017.54,274.306,274.219
2020.69,274.163,274.076
2023.85,274.02,273.934
2027.01,273.878,273.792
2030.17,273.736,273.65
2033.32,273.594,273.509
2036.48,273.453,273.367
2039.64,273.312,273.226
2042.79,273.171,273.086
2045.95,273.031,272.945
2049.11,272.89,272.805
2052.27,272.751,272.666
2055.42,272.611,272.526
2058.58,272.471,272.387
2061.74,272.332,272.248
2064.9,272.194,272.109
2068.05,272.055,271.971
2071.21,271.917,271.833
2074.37,271.779,271.695
2077.53,271.641,271.558
2080.68,271.504,271.421
2083.84,271.367,271.284
2087,271.23,271.147
2090.15,271.093,271.011
2093.31,270.957,270.874
2096.47,270.821,270.739
2099.63,270.685,270.603
2102.78,270.55,270.468
2105.94,270.415,270.333
2109.1,270.28,270.198
2112.26,270.145,270.063
2115.41,270.011,269.929
2118.57,269.877,269.795
2121.73,269.743,269.662
2124.89,269.609,269.528
2128.04,269.476,269.395
2131.2,269.343,269.262
2134.36,269.21,269.129
2137.51,269.077,268.997
2140.67,268.945,268.865
2143.83,268.813,268.733
2146.99,268.681,268.601
2150.14,268.55,268.47
2153.3,268.419,268.339
2156.46,268.288,268.208
2159.62,268.157,268.078
2162.77,268.026,267.947
2165.93,267.896,267.817
2169.09,267.766,267.687
2172.25,267.636,267.558
2175.4,267.507,267.429
2178.56,267.378,267.299
2181.72,267.249,267.171
2184.87,267.12,267.042
2188.03,266.992,266.914
2191.19,266.863,266.786
2194.35,266.735,266.658
2197.5,266.608,266.53
2200.66,266.48,266.403
2203.82,266.353,266.276
2206.98,266.226,266.149
2210.13,266.099,266.022
2213.29,265.973,265.896
2216.45,265.846,265.77
2219.61,265.72,265.644
2222.76,265.594,265.518
2225.92,265.469,265.393
2229.08,265.344,265.268
2232.23,265.219,265.143
2235.39,265.094,265.018
2238.55,264.969,264.893
2241.71,264.845,264.769
2244.86,264.72,264.645
2248.02,264.597,264.521
2251.18,264.473,264.398
2254.34,264.349,264.275
2257.49,264.226,264.151
2260.65,264.103,264.029
2263.81,263.98,263.906
2266.97,263.858,263.784
2270.12,263.736,263.661
2273.28,263.613,263.539
2276.44,263.492,263.418
2279.59,263.37,263.296
2282.75,263.249,263.175
2285.91,263.127,263.054
2289.07,263.006,262.933
2292.22,262.886,262.812
2295.38,262.765,262.692
2298.54,262.645,262.572
2301.7,262.525,262.452
2304.85,262.405,262.332
2308.01,262.285,262.213
2311.17,262.166,262.093
2314.33,262.047,261.974
2317.48,261.928,261.855
2320.64,261.809,261.737
2323.8,261.69,261.618
2326.95,261.572,261.5
2330.11,261.454,261.382
2333.27,261.336,261.264
2336.43,261.218,261.147
2339.58,261.101,261.029
2342.74,260.983,260.912
2345.9,260.866,260.795
2349.06,260.749,260.678
2352.21,260.633,260.562
2355.37,260.516,260.446
2358.53,260.4,260.33
2361.69,260.284,260.214
2364.84,260.168,260.098
2368,260.053,259.982
